t_s,e_div12_V,e_div3_V,i_ind_fig7_A,i_tot_fig7_A
0.15340,-231.9,-89.2,10565.4,15568.6
0.15345,-231.9,-89.2,10566.7,15570.3
0.15350,-231.9,-89.2,10566.7,15570.3
0.15355,-231.9,-89.2,10565.4,15539.0
0.15360,-231.9,-89.2,10565.4,15536.5
0.15365,-231.9,-89.2,10532.6,15536.5
0.15370,-231.2,-89.2,10532.6,15539.0
0.15375,-228.4,-89.2,10529.0,15522.9
0.15380,-225.7,-89.2,10529.0,15522.9
0.15385,-224.0,-89.2,10529.0,15548.8
0.15390,-224.0,-89.2,10516.2,15514.2
0.15395,-224.0,-89.2,10529.0,15548.8
0.15400,-224.0,-88.5,10532.7,15559.9
0.15405,-224.0,-87.2,10504.0,15585.4
0.15410,-224.0,-85.8,10532.7,15574.3
0.15415,-224.0,-84.4,10543.9,15574.3
0.15420,-224.0,-83.1,10575.4,15574.3
0.15425,-224.0,-81.7,10543.9,15570.0
0.15430,-224.0,-81.3,10566.9,15570.0
0.15435,-224.0,-81.3,10566.9,15570.0
0.15440,-224.0,-81.3,10535.0,15565.7
0.15445,-224.0,-81.3,10535.0,15561.5
0.15450,-224.0,-81.3,10535.0,15557.2
0.15455,-224.0,-81.3,10535.0,15552.9
0.15460,-224.0,-81.3,10526.3,15548.6
0.15465,-224.0,-81.3,10526.3,15544.3
0.15470,-223.9,-81.3,10535.0,15540.0
0.15475,-221.2,-81.3,10526.3,15535.8
0.15480,-218.4,-81.3,10526.3,15531.5
0.15485,-216.1,-81.3,10541.9,15527.2
0.15490,-216.1,-81.3,10541.9,15522.9
0.15495,-216.1,-81.3,10543.8,15518.6
0.15500,-216.1,-81.3,10543.8,15514.3
0.15505,-216.1,-81.3,10554.9,15510.0
0.15510,-216.1,-81.3,10554.9,15505.8
0.15515,-216.1,-81.3,10543.8,15501.5
0.15520,-216.1,-81.3,10557.6,15497.2
0.15525,-216.1,-81.3,10543.8,15492.9
0.15530,-216.1,-81.3,10511.5,15488.6
0.15535,-216.1,-81.3,10511.5,15484.3
0.15540,-216.1,-81.3,10511.5,15480.1
0.15545,-216.1,-81.3,10474.5,15475.8
0.15550,-216.1,-81.3,10466.7,15471.6
0.15555,-216.1,-81.3,10474.5,15471.6
0.15560,-216.1,-81.3,10466.7,15471.6
0.15565,-216.1,-81.3,10466.7,15471.6
0.15570,-216.1,-81.3,10474.5,15471.5
0.15575,-216.1,-81.3,10482.3,15471.6
0.15580,-216.1,-81.3,10498.0,15490.6
0.15585,-216.1,-81.3,10482.3,15490.6
0.15590,-213.6,-81.3,10498.0,15518.6
0.15595,-210.9,-81.3,10498.0,15518.6
0.15600,-208.1,-81.3,10482.3,15490.6
0.15605,-208.1,-81.3,10498.0,15462.5
0.15610,-208.1,-81.3,10498.0,15462.5
0.15615,-208.1,-81.3,10467.7,15490.6
0.15620,-208.1,-81.3,10452.3,15462.5
0.15625,-208.1,-81.3,10452.3,15462.5
0.15630,-208.1,-81.3,10467.7,15490.5
0.15635,-208.1,-81.3,10441.9,15462.5
0.15640,-208.1,-81.3,10441.9,15490.5
0.15645,-208.1,-81.3,10485.6,15501.7
0.15650,-208.1,-81.3,10485.6,15509.5
0.15655,-208.1,-81.3,10485.6,15525.2
0.15660,-208.1,-81.3,10485.6,15528.6
0.15665,-208.1,-81.3,10518.6,15528.6
0.15670,-208.1,-81.3,10485.6,15528.6
0.15675,-208.1,-80.5,10483.1,15528.6
0.15680,-208.1,-79.2,10483.3,15528.6
0.15685,-208.1,-77.8,10483.1,15521.1
0.15690,-208.1,-77.3,10469.5,15513.6
0.15695,-208.1,-77.3,10429.3,15506.1
0.15700,-208.1,-77.3,10469.5,15498.6
0.15705,-206.0,-76.3,10429.3,15491.1
0.15710,-203.3,-74.9,10429.3,15483.6
0.15715,-200.6,-73.5,10445.0,15476.1
0.15720,-200.2,-73.3,10445.0,15468.6
0.15725,-200.2,-73.3,10436.3,15461.1
0.15730,-200.2,-73.3,10436.3,15453.6
0.15735,-200.2,-73.3,10445.0,15446.1
0.15740,-200.2,-73.3,10445.0,15438.6
0.15745,-200.2,-73.3,10436.3,15431.1
0.15750,-200.2,-73.3,10445.0,15423.6
0.15755,-200.2,-73.3,10436.3,15416.1
0.15760,-200.2,-73.3,10411.4,15408.6
0.15765,-200.2,-73.3,10404.2,15401.1
0.15770,-200.2,-73.3,10404.2,15393.6
0.15775,-200.2,-73.3,10404.2,15386.1
0.15780,-200.2,-73.3,10397.7,15378.6
0.15785,-200.2,-73.3,10397.7,15378.6
0.15790,-200.2,-73.3,10427.4,15378.6
0.15795,-200.2,-73.3,10427.4,15378.6
0.15800,-200.2,-73.3,10427.4,15371.1
0.15805,-200.2,-73.3,10442.2,15371.1
0.15810,-200.2,-73.3,10455.1,15422.4
0.15815,-200.2,-73.3,10442.2,15422.4
0.15820,-199.3,-73.3,10442.2,15422.4
0.15825,-198.0,-73.3,10442.2,15422.4
0.15830,-196.6,-73.3,10428.6,15422.4
0.15835,-195.2,-73.3,10421.5,15381.2
0.15840,-193.9,-73.3,10391.9,15381.2
0.15845,-192.5,-73.3,10421.5,15396.9
0.15850,-192.3,-73.3,10391.9,15396.9
0.15855,-192.3,-73.3,10391.9,15395.2
0.15860,-192.3,-73.3,10407.6,15395.2
0.15865,-192.3,-73.3,10407.6,15395.2
0.15870,-192.3,-73.3,10391.9,15396.9
0.15875,-192.3,-73.3,10391.9,15396.9
0.15880,-192.3,-73.3,10407.6,15419.3
0.15885,-192.3,-73.3,10407.6,15426.7
0.15890,-192.3,-73.3,10374.5,15419.8
0.15895,-192.3,-73.3,10407.6,15419.3
0.15900,-192.3,-73.3,10374.5,15419.3
0.15905,-192.3,-73.3,10370.5,15419.3
0.15910,-192.3,-73.3,10356.8,15419.3
0.15915,-192.3,-73.3,10356.8,15412.8
0.15920,-192.3,-73.3,10356.8,15405.8
0.15925,-192.3,-73.3,10340.7,15398.9
0.15930,-192.3,-73.3,10356.8,15391.9
0.15935,-192.3,-73.3,10369.2,15384.9
0.15940,-192.3,-73.3,10369.2,15378.0
0.15945,-192.3,-73.3,10369.2,15371.0
0.15950,-191.4,-73.3,10401.3,15364.1
0.15955,-190.1,-73.3,10401.3,15357.1
0.15960,-188.7,-73.3,10391.6,15350.1
0.15965,-187.3,-73.3,10391.6,15343.2
0.15970,-186.0,-73.3,10391.6,15336.2
0.15975,-184.6,-73.3,10387.7,15329.2
0.15980,-184.3,-72.2,10359.8,15322.3
0.15985,-184.3,-70.8,10354.6,15315.3
0.15990,-184.3,-69.5,10359.8,15308.4
0.15995,-184.3,-69.4,10354.6,15301.4
0.16000,-184.3,-69.4,10354.6,15294.4
0.16005,-184.3,-69.3,10359.8,15287.5
0.16010,-184.3,-68.0,10359.8,15287.5
0.16015,-184.3,-66.6,10354.6,15287.5
0.16020,-184.3,-65.4,10354.6,15287.2
0.16025,-184.3,-65.4,10370.3,15280.5
0.16030,-184.3,-65.4,10370.3,15280.5
0.16035,-184.3,-65.4,10329.6,15287.2
0.16040,-184.3,-65.4,10370.3,15287.2
0.16045,-184.3,-65.4,10329.6,15304.3
0.16050,-184.3,-65.4,10315.9,15308.9
0.16055,-184.3,-65.4,10312.8,15338.2
0.16060,-184.3,-65.4,10315.9,15338.2
0.16065,-184.3,-65.4,10315.9,15343.1
0.16070,-184.3,-65.4,10315.9,15368.9
0.16075,-184.3,-65.4,10315.9,15343.1
0.16080,-183.5,-65.4,10349.3,15345.4
0.16085,-182.2,-65.4,10346.0,15351.0
0.16090,-180.8,-65.4,10346.0,15345.4
0.16095,-179.4,-65.4,10346.0,15343.1
0.16100,-178.1,-65.4,10346.0,15290.8
0.16105,-176.7,-65.4,10335.6,15343.1
0.16110,-176.4,-65.4,10313.7,15345.4
0.16115,-176.4,-65.4,10301.5,15329.7
0.16120,-176.4,-65.4,10313.7,15345.4
0.16125,-176.4,-65.4,10301.5,15346.9
0.16130,-176.4,-65.4,10301.5,15346.9
0.16135,-176.4,-65.4,10313.7,15356.2
0.16140,-176.4,-65.4,10313.7,15363.2
0.16145,-176.4,-65.4,10301.5,15363.2
0.16150,-176.4,-65.4,10301.5,15356.2
0.16155,-176.4,-65.4,10317.2,15355.7
0.16160,-176.4,-65.4,10317.2,15355.7
0.16165,-176.4,-65.4,10277.6,15355.7
0.16170,-176.4,-65.4,10317.2,15348.2
0.16175,-176.4,-65.4,10277.6,15340.7
0.16180,-176.4,-65.4,10266.7,15333.2
0.16185,-176.4,-65.4,10263.9,15325.7
0.16190,-176.4,-65.4,10263.9,15318.2
0.16195,-176.4,-65.4,10263.9,15310.7
0.16200,-176.4,-65.4,10231.7,15303.2
0.16205,-176.4,-65.4,10263.9,15295.7
0.16210,-176.4,-65.4,10263.9,15288.2
0.16215,-176.4,-65.4,10263.9,15280.7
0.16220,-176.4,-65.4,10263.9,15273.2
0.16225,-174.6,-65.4,10291.2,15265.7
0.16230,-171.9,-65.4,10291.2,15258.2
0.16235,-169.1,-65.4,10267.7,15250.7
0.16240,-168.5,-65.4,10267.7,15243.2
0.16245,-168.5,-65.4,10267.7,15235.7
0.16250,-168.5,-65.4,10267.7,15228.2
0.16255,-168.5,-65.4,10248.5,15220.7
0.16260,-168.5,-65.4,10248.5,15220.7
0.16265,-168.5,-65.4,10264.2,15220.7
0.16270,-168.5,-65.4,10264.2,15220.7
0.16275,-168.5,-65.4,10248.5,15213.2
0.16280,-168.5,-65.4,10248.5,15209.0
0.16285,-168.5,-65.4,10264.2,15209.0
0.16290,-168.5,-65.4,10264.2,15209.0
0.16295,-168.5,-65.4,10225.5,15209.0
0.16300,-168.5,-65.4,10264.2,15209.0
0.16305,-168.5,-65.4,10225.5,15209.0
0.16310,-168.5,-65.0,10220.6,15209.0
0.16315,-168.5,-63.6,10211.9,15209.0
0.16320,-168.5,-62.2,10211.9,15205.7
0.16325,-168.5,-61.4,10211.9,15185.2
0.16330,-168.5,-61.4,10211.9,15158.3
0.16335,-168.5,-61.4,10211.9,15158.3
0.16340,-168.5,-61.4,10245.2,15210.7
0.16345,-168.5,-61.4,10245.2,15210.7
0.16350,-168.5,-61.4,10245.2,15210.7
0.16355,-168.5,-60.6,10245.2,15210.7
0.16360,-168.5,-59.2,10245.2,15210.7
0.16365,-168.5,-57.8,10231.6,15261.2
0.16370,-166.4,-57.5,10221.6,15261.2
0.16375,-163.7,-57.5,10195.5,15261.2
0.16380,-161.0,-57.5,10221.6,15253.7
0.16385,-160.6,-57.5,10195.5,15253.7
0.16390,-160.6,-57.5,10195.5,15253.7
0.16395,-160.6,-57.5,10211.1,15246.2
0.16400,-160.6,-57.5,10211.1,15238.7
0.16405,-160.6,-57.5,10195.5,15231.2
0.16410,-160.6,-57.5,10195.5,15223.7
0.16415,-160.6,-57.5,10211.1,15216.2
0.16420,-160.6,-57.5,10211.1,15208.7
0.16425,-160.6,-57.5,10174.6,15201.2
0.16430,-160.6,-57.5,10211.1,15193.7
0.16435,-160.6,-57.5,10174.6,15186.2
0.16440,-160.6,-57.5,10173.5,15178.7
0.16445,-160.6,-57.5,10159.9,15171.2
0.16450,-160.6,-57.5,10159.9,15163.7
0.16455,-160.6,-57.5,10159.9,15156.2
0.16460,-160.6,-57.5,10159.9,15148.7
0.16465,-160.6,-57.5,10159.9,15141.2
0.16470,-160.6,-57.5,10193.2,15133.7
0.16475,-160.6,-57.5,10193.2,15126.2
0.16480,-160.6,-57.5,10193.2,15118.7
0.16485,-160.6,-57.5,10193.2,15111.2
0.16490,-160.6,-57.5,10193.2,15111.2
0.16495,-160.6,-57.5,10179.6,15111.2
0.16500,-160.6,-57.5,10175.5,15111.2
0.16505,-160.6,-57.5,10142.4,15111.2
0.16510,-160.6,-57.5,10175.5,15104.2
0.16515,-160.6,-57.5,10175.5,15131.7
0.16520,-160.6,-57.5,10144.2,15135.7
0.16525,-160.6,-57.5,10144.2,15135.7
0.16530,-158.0,-57.5,10144.2,15164.8
0.16535,-155.2,-57.5,10142.4,15164.8
0.16540,-152.6,-57.5,10142.4,15135.7
0.16545,-152.6,-57.5,10144.2,15135.7
0.16550,-152.6,-57.5,10144.2,15117.8
0.16555,-152.6,-57.5,10112.9,15117.8
0.16560,-152.6,-57.5,10110.4,15101.7
0.16565,-152.6,-57.5,10110.4,15101.7
0.16570,-152.6,-57.5,10112.9,15117.8
0.16575,-152.6,-57.5,10096.7,15101.7
0.16580,-152.6,-57.5,10096.7,15101.7
0.16585,-152.6,-57.5,10133.8,15138.7
0.16590,-152.6,-57.5,10133.8,15138.7
0.16595,-152.6,-57.5,10133.8,15163.7
0.16600,-152.6,-57.5,10133.8,15163.7
0.16605,-152.6,-57.5,10145.1,15163.7
0.16610,-152.6,-57.5,10133.8,15155.7
0.16615,-152.6,-57.5,10126.7,15155.7
0.16620,-152.6,-57.5,10126.7,15155.7
0.16625,-152.6,-57.5,10126.7,15147.7
0.16630,-152.6,-57.5,10073.7,15139.6
0.16635,-152.6,-57.5,10073.7,15131.6
0.16640,-152.6,-57.5,10089.4,15123.6
0.16645,-152.6,-57.5,10089.4,15115.5
0.16650,-152.6,-57.5,10089.4,15107.5
0.16655,-152.6,-57.5,10089.4,15099.5
0.16660,-152.6,-57.5,10098.1,15091.4
0.16665,-152.6,-57.5,10098.1,15083.4
0.16670,-152.6,-57.5,10089.4,15075.4
0.16675,-152.6,-57.5,10098.1,15067.3
0.16680,-152.6,-57.5,10098.1,15059.3
0.16685,-152.3,-57.5,10067.3,15051.3
0.16690,-149.5,-57.5,10058.3,15043.2
0.16695,-146.8,-57.5,10058.3,15035.2
0.16700,-144.7,-57.2,10067.3,15027.2
0.16705,-144.7,-55.8,10067.3,15019.1
0.16710,-144.7,-54.4,10044.7,15011.1
0.16715,-144.7,-53.5,10078.0,15007.6
0.16720,-144.7,-53.5,10078.0,15007.6
0.16725,-144.7,-53.5,10078.0,15007.6
0.16730,-144.7,-53.5,10078.0,15003.1
0.16735,-144.7,-53.5,10099.0,15003.1
0.16740,-144.7,-53.5,10078.0,15007.6
0.16745,-144.7,-52.7,10064.4,15010.0
0.16750,-144.7,-51.4,10020.7,15016.9
0.16755,-144.7,-50.0,10064.4,15016.9
0.16760,-144.7,-49.6,10064.4,15024.8
0.16765,-144.7,-49.6,10064.4,15062.5
0.16770,-144.7,-49.6,10064.4,15062.5
0.16775,-144.7,-49.6,10067.7,15088.3
0.16780,-144.7,-49.6,10039.6,15088.3
0.16785,-144.7,-49.6,10039.6,15062.5
0.16790,-144.7,-49.6,10067.7,15062.5
0.16795,-144.7,-49.6,10067.7,15044.6
0.16800,-144.7,-49.6,10039.6,15044.6
0.16805,-144.7,-49.6,10011.6,15016.5
0.16810,-144.7,-49.6,10011.6,15016.5
0.16815,-144.7,-49.6,10039.6,15044.6
0.16820,-144.7,-49.6,10039.6,15044.6
0.16825,-144.7,-49.6,10011.6,15062.6
0.16830,-144.7,-49.6,10014.9,15063.6
0.16835,-144.7,-49.6,10014.9,15063.6
0.16840,-144.7,-49.6,10014.9,15075.2
0.16845,-144.3,-49.6,10014.9,15079.7
0.16850,-142.9,-49.6,10058.6,15079.7
0.16855,-141.5,-49.6,10014.9,15079.7
0.16860,-140.1,-49.6,10001.2,15078.2
0.16865,-138.8,-49.6,9980.2,15078.2
0.16870,-137.4,-49.6,10001.2,15078.2
0.16875,-136.8,-49.6,10001.2,15066.6
0.16880,-136.8,-49.6,10001.2,15055.0
0.16885,-136.8,-49.6,10001.2,15043.4
0.16890,-136.8,-49.6,10034.6,15031.7
0.16895,-136.8,-49.6,10012.0,15020.1
0.16900,-136.8,-49.6,10012.0,15008.5
0.16905,-136.8,-49.6,10020.9,14996.8
0.16910,-136.8,-49.6,10020.9,14985.2
0.16915,-136.8,-49.6,10012.0,14973.6
0.16920,-136.8,-49.6,9981.2,14961.9
0.16925,-136.8,-49.6,9981.2,14950.3
0.16930,-136.8,-49.6,9989.9,14938.7
0.16935,-136.8,-49.6,9989.9,14927.1
0.16940,-136.8,-49.6,9981.2,14915.4
0.16945,-136.8,-49.6,9981.2,14903.8
0.16950,-136.8,-49.6,9981.2,14903.8
0.16955,-136.8,-49.6,9951.8,14903.8
0.16960,-136.8,-49.6,9951.8,14897.9
0.16965,-136.8,-49.6,9989.9,14896.7
0.16970,-136.8,-49.6,9951.8,14896.7
0.16975,-136.8,-49.6,9949.8,14897.9
0.16980,-136.8,-49.6,9938.1,14918.1
0.16985,-136.8,-49.6,9938.1,14918.1
0.16990,-136.8,-49.6,9938.1,14925.0
0.16995,-136.8,-49.6,9938.1,14965.3
0.17000,-136.8,-49.6,9938.1,14965.3
0.17005,-136.8,-49.6,9971.5,14966.7
0.17010,-136.8,-49.6,9971.5,14989.3
0.17015,-136.8,-49.6,9971.5,14966.7
0.17020,-136.8,-49.6,9971.5,14965.3
0.17025,-136.8,-49.6,9971.5,14962.7
0.17030,-136.8,-49.6,9957.8,14962.7
0.17035,-135.8,-49.6,9950.8,14955.7
0.17040,-134.4,-49.6,9921.2,14926.1
0.17045,-133.0,-49.6,9950.8,14955.7
0.17050,-131.6,-49.6,9950.8,14955.7
0.17055,-130.3,-49.6,9921.2,14946.5
0.17060,-128.9,-49.6,9921.2,14955.7
0.17065,-128.8,-49.6,9921.2,14955.7
0.17070,-128.8,-49.6,9919.4,14963.7
0.17075,-128.8,-49.6,9919.4,14976.0
0.17080,-128.8,-49.6,9921.2,14977.6
0.17085,-128.8,-49.6,9919.4,14977.6
0.17090,-128.8,-49.6,9888.6,14976.0
0.17095,-128.8,-49.6,9887.9,14969.6
0.17100,-128.8,-49.6,9887.9,14969.6
0.17105,-128.8,-49.6,9887.9,14969.6
0.17110,-128.8,-49.6,9887.9,14961.6
0.17115,-128.8,-49.6,9875.0,14953.5
0.17120,-128.8,-49.6,9908.3,14945.5
0.17125,-128.8,-49.6,9908.3,14937.5
0.17130,-128.8,-49.6,9908.3,14929.4
0.17135,-128.8,-49.6,9908.3,14921.4
0.17140,-128.8,-49.6,9920.4,14913.4
0.17145,-128.8,-49.6,9908.3,14905.3
0.17150,-128.8,-48.7,9894.7,14897.3
0.17155,-128.8,-47.4,9852.5,14889.3
0.17160,-128.8,-46.0,9894.7,14881.2
0.17165,-128.8,-45.6,9894.7,14873.2
0.17170,-128.8,-45.6,9889.0,14865.2
0.17175,-128.8,-45.6,9889.0,14857.1
0.17180,-123.2,-45.6,9889.0,14849.1
0.17185,-123.2,-45.6,9860.2,14841.1
0.17190,-123.2,-45.6,9860.2,14833.0
0.17195,-123.2,-45.6,9860.2,14825.0
0.17200,-123.2,-45.6,9874.7,14825.0
0.17205,-127.3,-45.5,9874.7,14825.0
0.17210,-127.3,-44.2,9874.7,14825.0
0.17215,-127.3,-43.7,9874.4,14822.2
0.17220,-127.3,-43.7,9874.7,14822.2
0.17225,-127.3,-43.7,9874.7,14839.0
0.17230,-125.9,-43.7,9874.7,14839.0
0.17235,-124.5,-43.7,9874.7,14839.0
0.17240,-123.2,-46.0,9890.4,14879.7
0.17245,-121.8,-46.0,9890.4,14839.0
0.17250,-120.9,-46.0,9874.4,14836.5
0.17255,-120.9,-46.0,9874.4,14836.5
0.17260,-120.9,-46.0,9845.2,14836.5
0.17265,-120.9,-41.6,9831.5,14836.5
0.17270,-120.9,-41.6,9801.6,14788.7
0.17275,-120.9,-41.6,9831.5,14836.5
0.17280,-120.9,-41.6,9831.5,14809.3
0.17285,-120.9,-41.6,9831.5,14804.4
0.17290,-120.9,-41.6,9831.5,14809.3
0.17295,-120.9,-41.6,9858.6,14809.3
0.17300,-120.9,-41.6,9832.6,14809.3
0.17305,-120.9,-41.6,9832.6,14864.9
0.17310,-120.9,-41.6,9851.2,14864.9
0.17315,-120.9,-41.6,9851.2,14864.9
0.17320,-120.9,-41.6,9832.6,14857.9
0.17325,-120.9,-41.6,9802.5,14857.9
0.17330,-120.9,-41.6,9802.5,14857.9
0.17335,-120.9,-41.6,9821.7,14850.9
0.17340,-120.9,-41.6,9821.7,14844.0
0.17345,-120.9,-41.6,9802.5,14837.0
0.17350,-120.9,-41.6,9802.5,14830.1
0.17355,-120.9,-41.6,9802.5,14823.1
0.17360,-120.9,-41.6,9782.0,14816.1
0.17365,-120.9,-41.6,9782.0,14809.2
0.17370,-120.9,-41.6,9821.7,14802.2
0.17375,-120.9,-41.6,9782.0,14795.2
0.17380,-120.9,-41.6,9771.2,14788.3
0.17385,-120.9,-41.6,9768.4,14781.3
0.17390,-120.9,-41.6,9768.4,14774.4
0.17395,-120.9,-41.6,9768.4,14767.4
0.17400,-120.9,-41.6,9768.4,14760.4
0.17405,-120.9,-41.6,9768.4,14753.5
0.17410,-120.9,-41.6,9801.7,14746.5
0.17415,-120.9,-41.6,9801.7,14739.6
0.17420,-120.9,-41.6,9801.7,14732.6
0.17425,-120.0,-41.6,9801.7,14732.6
0.17430,-118.6,-41.6,9801.7,14732.6
0.17435,-117.3,-41.6,9788.1,14725.6
0.17440,-115.9,-41.6,9788.1,14720.0
0.17445,-114.5,-41.6,9772.1,14720.0
0.17450,-113.1,-41.6,9772.1,14720.0
0.17455,-113.0,-41.6,9772.1,14732.9
0.17460,-113.0,-41.6,9756.4,14732.9
0.17465,-113.0,-41.6,9756.4,14732.9
0.17470,-113.0,-41.6,9756.4,14745.7
0.17475,-113.0,-41.6,9726.4,14731.4
0.17480,-113.0,-41.6,9726.4,14731.4
0.17485,-113.0,-41.6,9726.4,14757.9
0.17490,-113.0,-41.6,9708.5,14731.4
0.17495,-113.0,-41.6,9716.3,14721.3
0.17500,-113.0,-41.6,9716.3,14721.3
0.17505,-113.0,-41.6,9708.5,14710.2
0.17510,-113.0,-41.6,9716.3,14710.2
0.17515,-113.0,-41.6,9716.3,14705.3
0.17520,-113.0,-41.6,9716.3,14710.2
0.17525,-113.0,-41.6,9716.3,14721.3
0.17530,-113.0,-41.6,9716.3,14721.3
0.17535,-113.0,-41.6,9716.3,14754.9
0.17540,-113.0,-41.6,9713.8,14754.9
0.17545,-113.0,-41.6,9669.0,14747.4
0.17550,-113.0,-41.6,9713.8,14747.4
0.17555,-113.0,-41.6,9713.8,14747.4
0.17560,-113.0,-41.6,9713.8,14747.4
0.17565,-113.0,-41.6,9713.8,14739.9
0.17570,-113.0,-41.6,9726.0,14732.4
0.17575,-113.0,-41.6,9698.7,14724.9
0.17580,-113.0,-41.6,9698.7,14717.4
0.17585,-113.0,-41.6,9726.0,14709.9
0.17590,-113.0,-41.6,9726.0,14702.4
0.17595,-113.0,-41.6,9698.7,14694.9
0.17600,-113.0,-41.6,9669.9,14687.4
0.17605,-113.0,-41.6,9669.9,14679.9
0.17610,-113.0,-41.6,9698.7,14672.4
0.17615,-113.0,-41.6,9698.7,14664.9
0.17620,-113.0,-41.6,9669.9,14657.4
0.17625,-113.0,-41.6,9669.9,14649.9
0.17630,-113.0,-41.6,9669.9,14642.4
0.17635,-113.0,-41.6,9664.3,14634.9
0.17640,-113.0,-41.6,9664.3,14627.4
0.17645,-113.0,-41.6,9706.5,14619.9
0.17650,-113.0,-41.6,9664.3,14612.4
0.17655,-112.4,-41.6,9650.7,14612.0
0.17660,-111.1,-41.6,9638.6,14612.0
0.17665,-109.7,-41.6,9650.7,14612.0
0.17670,-108.3,-41.6,9650.7,14604.9
0.17675,-107.0,-41.6,9650.7,14602.4
0.17680,-105.6,-41.6,9650.7,14602.4
0.17685,-105.1,-40.8,9684.0,14612.0
0.17690,-105.1,-39.4,9671.1,14612.5
0.17695,-105.1,-38.0,9671.1,14612.5
0.17700,-105.1,-37.7,9671.1,14629.2
0.17705,-105.1,-37.7,9671.1,14644.5
0.17710,-105.1,-37.7,9670.4,14644.5
0.17715,-105.1,-37.7,9670.4,14660.2
0.17720,-105.1,-37.7,9639.5,14660.2
0.17725,-105.1,-37.7,9639.5,14644.5
0.17730,-105.1,-37.7,9639.5,14644.5
0.17735,-105.1,-37.7,9623.9,14615.4
0.17740,-105.1,-37.7,9623.9,14615.4
0.17745,-105.1,-37.7,9623.9,14597.5
0.17750,-105.1,-37.7,9592.6,14597.5
0.17755,-105.1,-37.7,9592.6,14615.4
0.17760,-105.1,-37.7,9590.1,14615.4
0.17765,-105.1,-37.7,9590.1,14649.3
0.17770,-105.1,-37.3,9592.6,14654.6
0.17775,-105.1,-35.9,9592.6,14654.6
0.17780,-105.1,-34.6,9576.4,14661.7
0.17785,-105.1,-33.7,9609.8,14671.7
0.17790,-105.1,-33.7,9609.8,14671.9
0.17795,-105.1,-33.7,9609.8,14671.9
0.17800,-105.1,-33.7,9609.8,14671.7
0.17805,-105.1,-33.7,9624.8,14671.7
0.17810,-105.1,-33.7,9609.8,14671.7
0.17815,-105.1,-33.7,9596.1,14661.5
0.17820,-105.1,-33.7,9553.4,14651.1
0.17825,-105.1,-33.7,9596.1,14640.7
0.17830,-105.1,-33.7,9596.1,14630.3
0.17835,-105.1,-33.7,9593.5,14619.9
0.17840,-105.1,-33.7,9593.5,14609.5
0.17845,-105.1,-33.7,9593.5,14599.1
0.17850,-105.1,-33.7,9564.9,14588.7
0.17855,-105.1,-33.7,9564.9,14578.3
0.17860,-105.1,-33.7,9593.5,14567.8
0.17865,-105.1,-33.7,9593.5,14557.4
0.17870,-105.1,-33.7,9564.9,14547.0
0.17875,-105.1,-33.7,9537.3,14536.6
0.17880,-105.1,-33.7,9537.3,14526.2
0.17885,-104.9,-33.7,9564.9,14515.8
0.17890,-103.5,-33.7,9564.9,14506.3
0.17895,-102.1,-33.7,9537.3,14505.4
0.17900,-101.1,-33.7,9546.6,14502.4
0.17905,-101.1,-33.7,9546.6,14497.7
0.17910,-101.1,-33.7,9546.6,14497.7
0.17915,-101.1,-33.7,9546.6,14497.7
0.17920,-101.1,-33.7,9591.3,14502.4
0.17925,-101.1,-33.7,9546.6,14502.4
0.17930,-101.1,-33.7,9544.1,14506.3
0.17935,-101.1,-33.7,9544.1,14549.0
0.17940,-101.1,-33.7,9544.1,14549.0
0.17945,-101.1,-33.7,9544.1,14551.1
0.17950,-101.1,-33.7,9544.1,14560.1
0.17955,-101.1,-33.7,9544.1,14551.1
0.17960,-101.1,-33.7,9544.1,14549.0
0.17965,-101.1,-33.7,9541.5,14546.5
0.17970,-101.1,-33.7,9541.5,14546.5
0.17975,-101.1,-33.7,9522.6,14527.6
0.17980,-101.1,-33.7,9506.9,14511.9
0.17985,-101.1,-33.7,9522.6,14527.6
0.17990,-101.1,-33.7,9522.6,14527.6
0.17995,-101.1,-33.7,9506.9,14527.6
0.18000,-101.1,-33.7,9506.9,14538.5
0.18005,-99.7,-33.7,9506.9,14538.5
0.18010,-98.3,-33.7,9491.3,14555.7
0.18015,-97.1,-33.7,9491.3,14560.8
0.18020,-97.1,-33.7,9506.9,14561.8
0.18025,-97.1,-33.7,9491.3,14561.8
0.18030,-97.1,-33.7,9472.3,14560.8
0.18035,-97.1,-33.7,9458.7,14555.7
0.18040,-97.1,-33.7,9458.7,14555.7
0.18045,-97.1,-33.7,9458.7,14550.8
0.18050,-97.1,-33.7,9458.7,14539.8
0.18055,-97.1,-33.7,9458.7,14528.8
0.18060,-97.1,-33.7,9492.0,14517.7
0.18065,-97.1,-33.7,9492.0,14506.7
0.18070,-97.1,-33.7,9492.0,14495.7
0.18075,-97.1,-33.7,9492.0,14484.7
0.18080,-97.1,-33.7,9492.2,14473.7
0.18085,-97.1,-33.7,9492.0,14462.6
0.18090,-97.1,-33.7,9489.5,14451.6
0.18095,-97.1,-33.7,9478.4,14440.6
0.18100,-97.1,-33.7,9478.4,14429.6
0.18105,-97.1,-33.7,9478.4,14418.6
0.18110,-97.1,-33.7,9476.5,14407.6
0.18115,-97.1,-33.7,9476.5,14396.5
0.18120,-97.1,-33.7,9476.5,14388.6
0.18125,-97.1,-33.7,9449.0,14388.6
