t_s,e_div12_V,e_div3_V,i_ind_fig7_A,i_tot_fig7_A
0.07535,346.9,196.2,-2739.6,2203.7
0.07540,346.9,196.2,-2739.6,2203.7
0.07545,346.9,196.2,-2739.6,2203.7
0.07550,346.9,196.2,-2739.6,2207.9
0.07555,346.9,196.2,-2740.2,2264.7
0.07560,346.9,196.2,-2740.2,2264.7
0.07565,346.9,196.2,-2741.6,2264.7
0.07570,346.9,196.2,-2744.2,2264.7
0.07575,346.9,196.2,-2744.2,2260.8
0.07580,348.0,196.2,-2744.2,2222.0
0.07585,349.4,196.2,-2782.9,2216.1
0.07590,350.7,196.2,-2782.9,2222.0
0.07595,352.1,196.2,-2782.9,2222.0
0.07600,353.5,196.2,-2800.8,2216.1
0.07605,354.8,196.2,-2800.8,2219.9
0.07610,354.8,196.2,-2800.8,2219.9
0.07615,354.8,196.2,-2843.5,2219.9
0.07620,354.8,196.2,-2843.5,2228.5
0.07625,354.8,196.2,-2843.5,2236.0
0.07630,354.8,196.2,-2849.2,2240.3
0.07635,354.8,196.2,-2851.8,2236.0
0.07640,354.8,196.2,-2851.8,2228.8
0.07645,354.8,196.2,-2854.3,2228.8
0.07650,355.3,198.2,-2854.3,2228.8
0.07655,356.7,203.7,-2854.3,2228.8
0.07660,358.0,204.2,-2854.3,2215.2
0.07665,359.4,204.2,-2854.3,2201.7
0.07670,360.8,204.2,-2854.3,2188.1
0.07675,362.2,204.2,-2854.3,2174.5
0.07680,362.7,204.2,-2854.3,2161.0
0.07685,362.7,204.2,-2856.9,2147.4
0.07690,362.7,204.2,-2856.9,2133.8
0.07695,362.7,204.2,-2856.9,2120.3
0.07700,362.7,204.2,-2860.1,2106.7
0.07705,362.7,204.2,-2860.1,2093.1
0.07710,362.7,204.2,-2860.1,2079.6
0.07715,362.7,204.2,-2878.0,2066.0
0.07720,362.7,204.2,-2878.0,2052.4
0.07725,362.7,204.2,-2878.0,2038.9
0.07730,362.7,204.2,-2920.7,2032.8
0.07735,362.7,204.2,-2920.7,2029.1
0.07740,362.7,204.2,-2920.7,2025.3
0.07745,362.7,204.2,-2938.6,2025.3
0.07750,363.1,204.2,-2938.6,2025.3
0.07755,365.8,204.2,-2938.6,2029.1
0.07760,368.5,204.2,-2964.5,2029.1
0.07765,370.7,204.2,-2964.5,2032.8
0.07770,370.7,204.2,-2964.5,2037.9
0.07775,370.7,204.2,-2967.0,2037.9
0.07780,370.7,204.2,-2968.3,2037.9
0.07785,370.7,204.2,-2968.3,2082.1
0.07790,370.7,204.2,-2968.3,2037.9
0.07795,370.7,204.8,-2968.3,2036.7
0.07800,370.7,206.1,-2968.3,2005.7
0.07805,370.7,207.5,-2968.3,2036.7
0.07810,370.7,208.9,-2968.3,2036.7
0.07815,370.7,210.3,-2968.3,2036.7
0.07820,370.7,211.6,-2968.3,2040.0
0.07825,370.7,212.1,-2969.6,2044.1
0.07830,370.7,212.1,-2972.1,2044.1
0.07835,370.7,212.1,-2972.1,2044.3
0.07840,372.8,212.1,-2972.1,2048.5
0.07845,375.5,212.1,-2997.9,2056.6
0.07850,378.3,212.1,-2997.9,2052.7
0.07855,378.6,212.1,-2997.9,2048.5
0.07860,378.6,212.1,-3015.8,2048.5
0.07865,378.6,212.1,-3015.8,2048.5
0.07870,378.6,212.1,-3015.8,2048.5
0.07875,378.6,212.1,-3058.5,2031.2
0.07880,378.6,212.1,-3058.5,2009.8
0.07885,378.6,212.1,-3058.5,1988.4
0.07890,378.6,212.1,-3076.4,1967.0
0.07895,378.6,212.1,-3076.4,1945.6
0.07900,378.6,212.1,-3076.4,1924.1
0.07905,381.6,212.1,-3079.7,1902.7
0.07910,378.2,214.7,-3079.7,1881.3
0.07915,364.4,222.9,-3079.7,1859.9
0.07920,360.9,231.1,-3082.3,1838.5
0.07925,823.4,226.4,-3082.9,1824.3
0.07930,640.1,203.9,-3082.9,1820.0
0.07935,456.8,200.7,-3082.9,1815.7
0.07940,1210.0,326.2,-3093.4,1811.4
0.07945,765.6,343.7,-3103.8,1807.1
0.07950,541.6,317.7,-3103.8,1807.1
0.07955,1257.7,188.1,-3113.5,1802.8
0.07960,718.7,286.6,-3113.6,1799.2
0.07965,632.6,295.8,-3113.6,1799.2
0.07970,1206.5,177.8,-3125.7,1778.4
0.07975,662.8,295.0,-3149.5,1778.4
0.07980,715.8,253.5,-3149.5,1799.2
0.07985,1147.5,123.2,-3149.5,1831.0
0.07990,603.8,287.2,-3205.6,1831.0
0.07995,798.9,191.1,-3205.6,1812.6
0.08000,1286.4,78.7,-3205.6,1831.0
0.08005,1286.4,289.6,-3275.6,1831.0
0.08010,771.2,110.0,-3275.6,1812.6
0.08015,621.3,36.5,-3275.6,1812.6
0.08020,1160.3,294.3,-3320.2,1800.0
0.08025,685.3,5.2,-3334.0,1799.9
0.08030,677.0,-0.7,-3334.0,1795.8
0.08035,1211.3,308.6,-3342.2,1791.5
0.08040,595.0,-115.3,-3352.8,1791.5
0.08045,694.7,-46.2,-3352.8,1782.1
0.08050,1182.2,286.6,-3353.2,1780.4
0.08055,484.7,-266.3,-3371.8,1780.4
0.08060,668.2,-98.2,-3380.4,1759.0
0.08065,964.1,154.4,-3371.8,1737.5
0.08070,316.5,-427.0,-3399.3,1722.6
0.08075,603.9,-141.9,-3415.3,1714.1
0.08080,623.9,19.4,-3399.3,1714.1
0.08085,-659.7,-587.0,-3399.3,1714.1
0.08090,188.7,-193.3,-3399.3,1714.1
0.08095,310.8,-135.7,-3397.0,1713.4
0.08100,-810.0,-653.0,-3376.2,1713.4
0.08105,66.5,-240.5,-3363.9,1713.4
0.08110,-64.9,-299.5,-3363.9,1713.4
0.08115,-972.6,-723.9,-3356.6,1713.4
0.08120,-44.6,-297.4,-3274.4,1741.7
0.08125,-441.3,-479.1,-3274.4,1741.7
0.08130,-1120.9,-790.2,-3274.4,1688.6
0.08135,-155.3,-345.0,-3185.8,1688.6
0.08140,-852.1,-663.7,-3158.0,1741.7
0.08145,-1280.6,-860.4,-3158.0,1688.6
0.08150,-268.2,-396.4,-3122.2,1835.6
0.08155,-1276.6,-858.4,-3050.0,1948.4
0.08160,-1430.1,-929.1,-3050.0,1948.4
0.08165,-384.8,-451.0,-3023.7,1956.5
0.08170,-1735.6,-1066.7,-2990.5,1971.0
0.08175,-2010.8,-1002.7,-2990.5,1971.0
0.08180,-1556.2,-510.6,-2918.9,1997.8
0.08185,-2406.0,-1282.2,-2860.1,2026.3
0.08190,-2182.4,-1073.3,-2860.1,2133.6
0.08195,-1763.3,-676.2,-2860.1,2149.5
0.08200,-2794.1,-1502.1,-2777.3,2296.5
0.08205,-2345.3,-1140.8,-2777.3,2296.5
0.08210,-2044.2,-881.8,-2777.3,2296.5
0.08215,-3213.7,-1734.1,-2720.6,2343.1
0.08220,-2491.5,-1213.1,-2634.5,2356.9
0.08225,-2367.1,-1101.0,-2634.5,2356.9
0.08230,-3473.7,-1838.8,-2571.8,2430.3
0.08235,-2620.6,-1290.4,-2556.9,2449.6
0.08240,-2712.3,-1328.5,-2556.9,2449.6
0.08245,-3678.9,-1920.1,-2481.0,2634.1
0.08250,-2732.1,-1362.3,-2258.6,2647.0
0.08255,-3111.7,-1562.3,-2258.6,2647.0
0.08260,-3888.1,-2005.8,-2258.6,2647.0
0.08265,-2824.1,-1434.0,-1931.5,3155.7
0.08270,-3541.7,-1804.6,-1931.5,3155.7
0.08275,-4073.9,-2096.4,-1931.5,3155.7
0.08280,-2897.4,-1510.5,-1646.1,3234.6
0.08285,-4010.5,-2050.8,-1526.9,3485.1
0.08290,-4235.3,-2178.5,-1526.9,3485.1
0.08295,-2946.3,-1583.3,-1513.7,3497.3
0.08300,-4524.9,-2305.4,-1335.3,3661.9
0.08305,-4406.2,-2263.6,-1335.3,3661.9
0.08310,-3032.8,-1654.2,-1181.9,3860.6
0.08315,-5071.0,-2564.3,-1101.0,3883.7
0.08320,-4482.3,-2861.9,-1101.0,3883.7
0.08325,-3178.6,-2862.6,-1041.3,3883.7
0.08330,-5530.8,-1805.4,-900.8,4107.7
0.08335,-5873.3,-2302.5,-900.8,4107.7
0.08340,-5474.6,-2727.3,-900.8,4107.7
0.08345,-3029.9,-1498.3,-822.9,4141.9
0.08350,-2947.5,-2303.8,-764.5,4240.5
0.08355,-3620.8,-2589.3,-764.5,4240.5
0.08360,-5759.5,-1476.9,-725.3,4279.7
0.08365,-4025.2,-2381.5,-608.6,4500.3
0.08370,-3892.0,-2438.3,-608.6,4500.3
0.08375,-5889.0,-1539.6,-440.9,4515.9
0.08380,-5889.0,-2467.7,-395.1,4646.9
0.08385,-4687.3,-2280.2,-395.1,4646.9
0.08390,-3461.0,-1607.5,-260.8,4744.1
0.08395,-5195.3,-2558.9,-19.8,4972.7
0.08400,-4418.2,-2118.9,-19.8,4972.7
0.08405,-3641.2,-1684.5,-19.8,4988.0
0.08410,-5375.4,-2650.1,294.8,5262.9
0.08415,-4149.2,-1948.7,294.8,5299.8
0.08420,-3826.8,-1764.7,294.8,5309.8
0.08425,-5556.4,-2744.3,442.3,5447.2
0.08430,-3876.2,-1779.5,524.7,5544.6
0.08435,-2942.7,-1416.3,524.7,5544.6
0.08440,-2947.9,-1697.5,573.6,5577.5
0.08445,-2867.6,-1333.4,632.6,5636.3
0.08450,-2609.8,-1321.0,632.6,5636.3
0.08455,-2347.2,-1449.5,691.5,5676.0
0.08460,-1944.1,-1231.5,753.6,5758.5
0.08465,-2068.6,-1300.8,753.6,5760.1
0.08470,-2215.8,-1382.1,753.6,5827.9
0.08475,-1865.6,-1190.5,818.8,5929.0
0.08480,-2039.7,-1285.4,861.6,5929.0
0.08485,-2113.1,-1325.0,861.6,5929.0
0.08490,-1815.5,-1160.8,887.3,5929.0
0.08495,-2007.6,-1263.9,941.9,5934.2
0.08500,-2026.4,-1273.1,941.9,5934.2
0.08505,-1808.8,-1154.7,990.3,5945.6
0.08510,-1977.5,-1248.4,1022.7,5950.4
0.08515,-1943.8,-1230.4,1022.7,5950.4
0.08520,-1791.6,-1146.5,1046.5,6192.6
0.08525,-1946.3,-1230.8,1191.2,6196.2
0.08530,-1874.9,-1194.3,1191.2,6196.2
0.08535,-1779.3,-1125.1,1191.2,6196.2
0.08540,-1919.9,-1149.3,1345.6,6223.9
0.08545,-1815.1,-1171.0,1345.6,6425.1
0.08550,-1764.0,-1165.5,1345.6,6425.1
0.08555,-1890.5,-1160.0,1442.0,6485.5
0.08560,-1759.6,-1154.5,1480.6,6492.9
0.08565,-1748.4,-1149.1,1480.6,6492.9
0.08570,-1865.5,-1143.6,1495.5,6495.0
0.08575,-1716.3,-1138.1,1522.3,6495.0
0.08580,-1735.3,-1132.6,1522.3,6499.6
0.08585,-1835.9,-1127.1,1581.7,6545.3
0.08590,-1670.7,-1122.2,1628.2,6552.9
0.08595,-1718.9,-1118.1,1628.2,6599.9
0.08600,-1787.8,-1114.0,1628.2,6604.1
0.08605,-1635.8,-1110.6,1664.4,6620.1
0.08610,-1709.5,-1107.8,1671.4,6669.4
0.08615,-1749.0,-1105.1,1671.4,6720.6
0.08620,-1609.8,-1101.5,1715.6,6723.1
0.08625,-1694.1,-1097.4,1753.4,6750.2
0.08630,-1708.2,-1093.3,1753.4,6750.2
0.08635,-1602.9,-1089.1,1813.1,6763.1
0.08640,-1627.1,-1085.0,1816.0,6763.4
0.08645,-1651.3,-1080.9,1816.0,6763.4
0.08650,-1649.3,-1078.0,1853.8,6850.3
0.08655,-1642.5,-1075.2,1961.2,6932.8
0.08660,-1635.6,-1072.5,1961.2,6932.8
0.08665,-1631.4,-1069.7,1961.2,6960.7
0.08670,-1627.3,-1067.0,2093.8,7027.0
0.08675,-1623.1,-1064.2,2093.8,7050.0
0.08680,-1619.0,-1060.1,2093.8,7050.0
0.08685,-1614.9,-1055.9,2190.7,7165.6
0.08690,-1610.3,-1052.3,2210.5,7253.7
0.08695,-1603.5,-1050.9,2210.5,7253.7
0.08700,-1596.6,-1049.6,2228.5,7258.0
0.08705,-1590.5,-1047.8,2258.2,7271.3
0.08710,-1586.4,-1045.1,2258.2,7271.3
0.08715,-1582.3,-1042.3,2299.2,7280.5
0.08720,-1578.7,-1039.6,2340.1,7294.2
0.08725,-1576.0,-1036.8,2340.1,7345.7
0.08730,-1573.2,-1034.1,2340.1,7364.6
0.08735,-1569.8,-1032.0,2381.1,7382.9
0.08740,-1565.7,-1030.7,2381.1,7394.6
0.08745,-1561.6,-1029.3,2381.1,7424.2
0.08750,-1557.5,-1027.9,2422.1,7448.2
0.08755,-1553.4,-1026.5,2463.1,7468.0
0.08760,-1549.3,-1025.2,2463.1,7471.1
0.08765,-1546.1,-1022.8,2492.2,7497.2
0.08770,-1543.4,-1020.1,2504.0,7509.0
0.08775,-1540.6,-1017.3,2504.0,7509.0
0.08780,-1537.9,-1015.7,2539.7,7534.0
0.08785,-1535.2,-1014.4,2609.4,7592.5
0.08790,-1532.4,-1013.0,2609.4,7592.5
0.08795,-1529.7,-1011.6,2609.4,7674.5
0.08800,-1526.9,-1010.2,2735.2,7715.8
0.08805,-1524.1,-1008.8,2735.2,7715.8
0.08810,-1520.0,-1006.1,2735.2,7715.8
0.08815,-1515.9,-1003.3,2832.6,7797.6
0.08820,-1512.2,-1000.8,2861.0,7808.8
0.08825,-1510.8,-999.4,2861.0,7808.8
0.08830,-1509.4,-998.1,2875.2,7812.3
0.08835,-1507.7,-996.7,2917.8,7812.3
0.08840,-1505.0,-995.3,2917.8,7812.3
0.08845,-1502.2,-993.9,2960.3,7965.3
0.08850,-1499.5,-992.6,2986.9,7983.1
0.08855,-1496.8,-991.2,2986.9,7983.1
0.08860,-1494.0,-989.8,2989.3,7983.1
0.08865,-1491.3,-987.8,3020.7,8025.6
0.08870,-1488.5,-985.1,3020.7,8097.8
0.08875,-1485.8,-982.3,3020.7,8129.6
0.08880,-1484.6,-980.4,3063.3,8137.2
0.08885,-1484.6,-979.0,3097.0,8137.2
0.08890,-1484.6,-977.6,3097.0,8137.2
0.08895,-1482.8,-976.3,3108.2,8137.2
0.08900,-1480.0,-974.9,3141.1,8165.8
0.08905,-1477.3,-973.5,3141.1,8165.8
0.08910,-1474.5,-972.2,3160.5,8165.4
0.08915,-1471.8,-970.8,3221.3,8232.8
0.08920,-1469.0,-969.4,3221.3,8232.8
0.08925,-1467.5,-968.0,3221.3,8232.8
0.08930,-1466.2,-966.7,3330.5,8255.1
0.08935,-1464.8,-965.3,3330.5,8335.5
0.08940,-1463.4,-963.9,3330.5,8335.5
0.08945,-1462.1,-962.6,3438.8,8443.7
0.08950,-1460.5,-961.2,3439.3,8444.2
0.08955,-1457.8,-959.8,3439.3,8462.2
0.08960,-1455.0,-958.4,3482.9,8487.9
0.08965,-1452.6,-956.8,3509.9,8507.3
0.08970,-1451.2,-954.0,3509.9,8507.3
0.08975,-1449.9,-951.3,3546.5,8523.7
0.08980,-1448.5,-949.5,3560.6,8553.0
0.08985,-1447.1,-949.5,3560.6,8553.0
0.08990,-1445.8,-949.5,3576.7,8565.7
0.08995,-1443.8,-948.2,3622.4,8565.7
0.09000,-1441.0,-945.5,3622.4,8567.8
0.09005,-1438.3,-942.7,3622.4,8567.8
0.09010,-1436.3,-941.5,3643.4,8626.7
0.09015,-1434.9,-941.5,3676.5,8648.3
0.09020,-1433.6,-941.5,3676.5,8664.4
0.09025,-1432.2,-939.7,3689.1,8678.5
0.09030,-1430.8,-937.0,3710.1,8715.0
0.09035,-1429.5,-934.2,3710.1,8715.0
0.09040,-1428.1,-932.5,3755.8,8765.9
0.09045,-1426.7,-931.2,3780.8,8898.6
0.09050,-1425.3,-929.8,3780.8,8898.6
0.09055,-1422.8,-928.4,3780.8,8947.5
0.09060,-1420.0,-927.1,3890.0,8947.5
0.09065,-1417.3,-925.7,3890.0,8923.1
0.09070,-1417.2,-924.3,3890.0,8923.1
0.09075,-1417.2,-922.9,3984.3,8947.5
0.09080,-1417.0,-921.6,3984.3,8947.5
0.09085,-1414.2,-920.2,3984.3,8947.5
0.09090,-1411.5,-918.8,4040.4,9028.2
0.09095,-1409.3,-917.5,4068.7,9028.2
0.09100,-1409.3,-916.1,4068.7,8923.1
0.09105,-1409.3,-914.7,4103.4,9112.1
0.09110,-1408.5,-913.3,4107.1,9124.7
0.09115,-1405.7,-912.0,4107.1,9124.7
0.09120,-1403.0,-910.6,4138.6,9133.1
0.09125,-1400.8,-908.7,4161.1,9166.1
0.09130,-1399.4,-905.9,4161.1,9202.7
0.09135,-1398.1,-903.2,4161.1,9281.3
0.09140,-1396.7,-901.9,4194.8,9297.0
0.09145,-1395.3,-901.9,4204.5,9336.0
0.09150,-1394.0,-901.9,4204.5,9336.0
0.09155,-1392.6,-900.1,4231.0,9356.4
0.09160,-1391.2,-897.4,4253.5,9356.4
0.09165,-1389.8,-894.6,4253.5,9345.0
0.09170,-1388.5,-894.0,4282.5,9345.0
0.09175,-1387.1,-894.0,4306.0,9356.4
0.09180,-1385.7,-894.0,4306.0,9356.4
0.09185,-1384.4,-891.6,4323.4,9345.0
0.09190,-1383.0,-888.9,4400.3,9345.0
0.09195,-1381.6,-886.1,4400.3,9356.4
0.09200,-1380.2,-886.0,4400.3,9350.9
0.09205,-1378.9,-886.0,4505.6,9418.4
0.09210,-1377.5,-885.8,4505.6,9510.5
0.09215,-1376.1,-883.1,4505.6,9510.5
0.09220,-1374.8,-880.3,4572.4,9577.4
0.09225,-1373.4,-878.1,4595.0,9599.9
0.09230,-1372.0,-878.1,4595.0,9602.6
0.09235,-1370.6,-878.1,4597.7,9618.7
0.09240,-1368.9,-877.3,4617.5,9622.5
0.09245,-1366.1,-874.6,4617.5,9694.7
0.09250,-1363.4,-871.8,4650.2,9694.7
0.09255,-1361.7,-869.6,4687.4,9694.7
0.09260,-1361.7,-868.3,4687.4,9694.7
0.09265,-1361.7,-866.9,4687.4,9735.9
0.09270,-1360.4,-865.5,4710.0,9673.0
0.09275,-1357.6,-864.1,4710.0,9713.7
0.09280,-1354.9,-862.8,4710.0,9713.7
0.09285,-1353.8,-861.4,4747.4,9713.7
0.09290,-1353.8,-860.0,4771.5,9713.7
0.09295,-1353.8,-858.7,4771.5,9776.5
0.09300,-1351.8,-857.3,4795.7,9790.2
0.09305,-1349.1,-855.9,4798.6,9800.6
0.09310,-1346.3,-854.5,4798.6,9803.5
0.09315,-1345.9,-853.2,4819.8,9824.8
0.09320,-1345.9,-851.8,4888.4,9893.4
0.09325,-1345.9,-850.4,4888.4,9893.4
0.09330,-1343.3,-849.1,4888.4,9983.2
0.09335,-1340.6,-847.7,4978.3,10018.6
0.09340,-1338.0,-846.3,4978.3,10018.6
0.09345,-1338.0,-844.9,4978.3,10059.1
0.09350,-1338.0,-843.6,5054.2,10059.1
0.09355,-1337.5,-842.2,5068.1,10043.2
0.09360,-1334.8,-840.8,5068.1,10115.1
0.09365,-1332.0,-839.5,5078.3,10115.1
0.09370,-1330.0,-837.7,5110.6,10043.2
0.09375,-1330.0,-835.0,5110.6,10043.2
0.09380,-1330.0,-832.2,5136.3,10043.2
0.09385,-1329.0,-830.5,5162.1,10043.2
0.09390,-1326.3,-830.5,5162.1,10043.2
0.09395,-1323.5,-830.5,5162.1,10081.7
0.09400,-1322.1,-829.2,5199.7,10086.0
0.09405,-1322.1,-826.5,5199.7,10086.0
0.09410,-1322.1,-823.7,5199.7,10144.0
0.09415,-1320.5,-822.6,5223.8,10169.3
0.09420,-1317.7,-822.6,5247.9,10218.5
0.09425,-1315.0,-822.6,5247.9,10244.2
0.09430,-1314.2,-820.7,5260.4,10256.9
0.09435,-1314.2,-817.9,5272.1,10411.4
0.09440,-1314.2,-815.2,5272.1,10411.4
0.09445,-1312.0,-814.7,5296.2,10446.9
0.09450,-1309.2,-814.7,5350.2,10456.9
0.09455,-1306.5,-814.7,5350.2,10446.9
0.09460,-1306.2,-812.2,5350.2,10456.9
0.09465,-1306.2,-809.4,5440.1,10456.9
0.09470,-1306.2,-806.7,5440.1,10446.9
0.09475,-1304.8,-806.7,5440.1,10446.9
0.09480,-1303.5,-806.7,5514.8,10456.9
0.09485,-1302.1,-806.4,5514.8,10456.9
0.09490,-1300.7,-803.6,5514.8,10414.2
0.09495,-1299.4,-800.9,5554.7,10414.2
0.09500,-1297.7,-798.8,5561.9,10469.5
0.09505,-1294.9,-798.8,5561.9,10431.6
0.09510,-1292.2,-798.8,5587.6,10469.5
0.09515,-1290.4,-797.9,5602.4,10475.9
0.09520,-1290.4,-795.1,5602.4,10519.2
0.09525,-1290.4,-792.4,5613.3,10618.3
0.09530,-1289.8,-790.9,5639.1,10644.0
0.09535,-1288.4,-790.9,5639.1,10695.0
0.09540,-1287.0,-790.9,5639.1,10778.8
0.09545,-1285.6,-789.3,5664.8,10782.6
0.09550,-1284.3,-786.6,5689.5,10797.1
0.09555,-1282.9,-783.8,5689.5,10797.1
0.09560,-1280.6,-782.0,5690.5,10868.3
0.09565,-1277.9,-780.7,5716.3,10868.3
0.09570,-1275.1,-779.3,5716.3,10840.3
0.09575,-1274.5,-777.9,5742.0,10860.0
0.09580,-1274.5,-776.5,5777.1,10860.0
0.09585,-1274.5,-775.2,5777.1,10840.3
0.09590,-1272.1,-773.8,5777.1,10807.7
0.09595,-1269.3,-772.4,5864.7,10807.7
0.09600,-1266.6,-771.1,5864.7,10811.0
0.09605,-1266.6,-769.7,5864.7,10807.7
0.09610,-1266.6,-768.3,5937.7,10807.7
0.09615,-1266.3,-766.9,5937.7,10811.0
0.09620,-1263.6,-765.6,5937.7,10811.0
0.09625,-1260.8,-764.2,5987.4,10823.0
0.09630,-1258.7,-762.8,5995.8,10844.8
0.09635,-1258.7,-761.5,5995.8,10868.4
0.09640,-1258.7,-760.1,6023.1,11028.0
0.09645,-1257.8,-758.7,6023.2,11028.1
0.09650,-1255.0,-757.4,6023.2,11055.4
0.09655,-1252.3,-756.0,6050.5,11113.4
0.09660,-1250.7,-754.6,6077.8,11125.6
0.09665,-1250.7,-753.2,6077.8,11180.4
0.09670,-1250.7,-751.9,6077.8,11180.4
0.09675,-1249.3,-750.5,6105.1,11198.8
0.09680,-1246.5,-749.1,6105.1,11203.4
0.09685,-1243.8,-747.8,6105.1,11203.4
0.09690,-1242.8,-746.4,6107.7,11216.1
0.09695,-1242.8,-745.0,6135.0,11216.1
0.09700,-1242.8,-743.6,6135.0,11203.4
0.09705,-1241.8,-741.2,6162.3,11191.6
0.09710,-1240.4,-738.5,6180.2,11163.5
0.09715,-1239.0,-735.7,6180.2,11191.6
0.09720,-1237.7,-735.4,6189.6,11163.5
0.09725,-1236.3,-735.4,6265.6,11163.5
0.09730,-1234.9,-735.4,6265.6,11191.6
0.09735,-1233.5,-732.7,6265.6,11191.6
0.09740,-1232.2,-730.0,6336.8,11197.1
0.09745,-1230.8,-727.5,6336.8,11226.2
0.09750,-1229.4,-727.5,6336.8,11226.2
0.09755,-1228.1,-727.5,6394.7,11341.8
0.09760,-1226.7,-726.9,6404.3,11402.2
0.09765,-1225.3,-724.2,6404.3,11416.5
0.09770,-1224.0,-721.4,6420.0,11429.5
0.09775,-1222.6,-719.5,6424.5,11483.3
0.09780,-1221.2,-719.5,6424.5,11483.3
0.09785,-1219.8,-719.5,6451.8,11490.1
0.09790,-1218.5,-718.4,6466.2,11533.3
0.09795,-1217.1,-715.7,6466.2,11557.4
0.09800,-1215.7,-712.9,6466.2,11557.4
0.09805,-1214.4,-711.6,6495.2,11557.2
0.09810,-1213.0,-711.6,6495.2,11557.2
0.09815,-1211.6,-711.6,6495.2,11557.2
0.09820,-1211.1,-710.7,6509.0,11557.2
0.09825,-1211.1,-709.4,6528.2,11557.2
0.09830,-1211.1,-708.0,6528.2,11557.2
0.09835,-1209.1,-706.6,6557.1,11557.2
0.09840,-1206.3,-705.3,6559.5,11540.5
0.09845,-1203.6,-703.9,6559.5,11540.5
0.09850,-1203.2,-703.7,6581.0,11523.2
0.09855,-1203.2,-703.7,6631.3,11523.2
0.09860,-1203.2,-703.7,6631.3,11540.5
0.09865,-1200.6,-701.1,6631.3,11578.3
0.09870,-1197.8,-698.3,6712.2,11595.1
0.09875,-1195.2,-695.7,6712.2,11595.1
0.09880,-1195.2,-695.7,6712.2,11706.0
0.09885,-1195.2,-695.7,6756.8,11785.5
0.09890,-1194.8,-695.3,6780.5,11789.1
0.09895,-1192.0,-692.5,6780.5,11824.0
0.09900,-1189.3,-689.8,6784.2,11851.0
0.09905,-1187.3,-687.8,6809.5,11878.0
0.09910,-1187.3,-687.8,6809.5,11897.3
0.09915,-1187.3,-687.8,6823.5,11897.3
0.09920,-1186.3,-686.8,6842.5,11897.3
0.09925,-1183.5,-684.0,6842.5,11903.6
0.09930,-1180.8,-681.3,6842.5,11903.6
0.09935,-1179.4,-679.9,6859.7,11916.3
0.09940,-1179.4,-679.9,6859.7,11939.3
0.09945,-1179.4,-679.9,6859.7,11916.3
0.09950,-1177.7,-678.2,6875.5,11903.6
0.09955,-1175.0,-675.5,6895.9,11859.4
0.09960,-1172.2,-672.7,6895.9,11903.6
0.09965,-1171.5,-672.0,6915.1,11916.3
0.09970,-1171.5,-672.0,6926.4,11888.3
0.09975,-1171.5,-672.0,6926.4,11888.3
0.09980,-1169.2,-669.7,6937.5,11880.5
0.09985,-1166.5,-667.0,6996.0,11880.5
0.09990,-1163.7,-664.2,6996.0,11888.3
0.09995,-1163.5,-664.0,6996.0,11926.1
0.10000,-1163.5,-664.0,7052.1,11946.6
0.10005,-1163.4,-663.9,7052.1,11946.6
0.10010,-1160.7,-661.2,7052.1,12057.0
0.10015,-1157.9,-658.4,7127.9,12113.2
0.10020,-1155.6,-656.1,7133.0,12137.0
0.10025,-1155.6,-656.1,7133.0,12244.8
0.10030,-1155.6,-656.1,7138.4,12244.8
0.10035,-1154.9,-655.4,7160.9,12244.8
0.10040,-1152.2,-652.7,7160.9,12244.8
0.10045,-1149.4,-649.9,7174.6,12244.8
0.10050,-1147.7,-648.2,7180.3,12244.8
0.10055,-1147.7,-648.2,7180.3,12244.8
0.10060,-1147.7,-648.2,7180.3,12244.8
0.10065,-1146.4,-647.5,7210.8,12244.8
0.10070,-1143.6,-646.2,7210.8,12260.3
0.10075,-1140.9,-644.8,7210.8,12260.3
0.10080,-1139.7,-643.4,7216.5,12260.3
0.10085,-1139.7,-642.0,7246.8,12260.3
0.10090,-1139.7,-640.7,7246.8,12260.3
0.10095,-1137.9,-639.3,7247.0,12260.3
0.10100,-1135.1,-637.9,7252.8,12236.1
0.10105,-1132.4,-636.6,7252.8,12240.2
0.10110,-1131.8,-635.2,7283.3,12240.2
0.10115,-1131.8,-633.8,7311.1,12240.2
0.10120,-1131.8,-632.4,7311.1,12248.7
0.10125,-1129.3,-632.3,7311.1,12248.7
0.10130,-1126.6,-632.3,7379.3,12251.7
0.10135,-1123.9,-632.3,7379.3,12251.7
0.10140,-1123.9,-629.5,7379.3,12251.7
0.10145,-1123.9,-626.8,7448.1,12257.1
0.10150,-1123.6,-624.4,7448.1,12438.2
0.10155,-1120.8,-624.4,7448.1,12569.7
0.10160,-1118.1,-624.4,7464.7,12569.7
0.10165,-1116.0,-623.8,7495.2,12569.7
0.10170,-1116.0,-621.0,7495.2,12569.7
0.10175,-1116.0,-618.3,7501.0,12575.1
0.10180,-1115.0,-616.5,7511.9,12579.3
0.10185,-1112.3,-616.5,7511.9,12579.3
0.10190,-1109.5,-616.5,7517.5,12579.3
0.10195,-1108.0,-615.8,7537.2,12579.3
0.10200,-1108.0,-614.5,7537.2,12604.4
0.10205,-1108.0,-613.1,7537.2,12604.4
0.10210,-1106.5,-611.7,7556.9,12604.4
0.10215,-1103.8,-610.4,7562.4,12604.4
0.10220,-1101.0,-609.0,7562.4,12604.4
0.10225,-1100.1,-608.5,7564.2,12545.9
